,epoch,acuracy,auroc
228,229,95.2,89.70689999999999
229,230,95.8,91.24980000000001
230,231,95.2,91.44780000000002
231,232,93.9,90.92060000000001
232,233,95.6,90.176
233,234,96.7,90.9128
234,235,96.2,90.4915
235,236,96.2,91.12570000000001
236,237,94.9,90.40400000000001
237,238,95.2,91.3116
238,239,96.0,91.3995
239,240,94.7,91.5532
240,241,95.8,91.20580000000001
241,242,93.5,88.89620000000001
242,243,94.6,89.55140000000002
243,244,96.0,90.80360000000002
244,245,94.2,89.64840000000001
245,246,94.4,90.7679
246,247,95.9,91.14280000000001
247,248,94.6,90.83460000000001
248,249,96.3,92.123
249,250,94.6,90.62150000000001
250,251,94.3,90.50650000000002
251,252,94.5,89.3456
252,253,95.1,91.79020000000001
253,254,94.9,89.1365
254,255,96.3,90.3576
255,256,95.2,90.0237
256,257,94.3,88.7525
257,258,96.5,89.95280000000001
258,259,94.8,90.87490000000001
259,260,94.9,89.5348
260,261,95.7,89.8947
261,262,94.8,90.1546
262,263,94.7,90.6141
263,264,94.1,90.8477
264,265,95.4,89.83270000000002
265,266,95.9,91.03670000000001
266,267,95.8,90.54250000000002
267,268,96.1,91.33270000000002
268,269,95.8,92.14469999999999
269,270,95.6,92.10170000000001
270,271,95.3,92.03620000000001
271,272,96.1,91.23110000000001
272,273,96.2,92.35329999999999
273,274,94.2,92.1867
274,275,96.0,91.32329999999999
275,276,94.9,91.9093
276,277,95.1,91.4831
277,278,95.9,91.25189999999999
278,279,96.0,92.7329
279,280,96.1,91.4519
280,281,95.0,89.381
281,282,95.0,90.82180000000001
282,283,95.7,91.7352
283,284,95.8,91.90180000000001
284,285,96.0,91.6579
285,286,94.6,90.6328
286,287,95.0,90.158
287,288,94.5,90.681
288,289,96.7,90.36479999999999
289,290,96.3,91.7535
290,291,96.5,91.97879999999999
291,292,95.6,90.7855
292,293,95.4,91.5475
293,294,94.2,89.269
294,295,96.1,91.6795
295,296,95.7,91.0528
296,297,94.8,89.5549
297,298,95.7,90.43369999999999
298,299,96.1,91.0988
299,300,95.5,90.0762
300,301,94.1,90.6734
301,302,93.8,89.74770000000002
302,303,96.3,91.0994
303,304,96.0,91.8796
304,305,95.9,89.9923
305,306,95.3,91.8372
306,307,96.5,92.0792
307,308,95.2,92.172
308,309,95.6,91.57409999999999
309,310,95.6,90.69760000000001
310,311,96.2,92.0704
311,312,91.6,85.938
312,313,95.6,90.9627
313,314,95.9,91.3528
314,315,95.7,91.6781
315,316,96.6,90.1869
316,317,96.1,91.7079
317,318,94.4,91.225
318,319,95.8,90.849
319,320,95.5,90.9423
320,321,95.7,90.78890000000001
321,322,95.6,91.59760000000001
322,323,96.6,92.70559999999999
323,324,95.4,91.42060000000001
324,325,95.0,90.6213
325,326,95.8,89.79870000000001
326,327,95.9,91.73610000000001
327,328,95.6,92.9238
328,329,95.8,91.5694
329,330,96.3,91.93719999999999
330,331,95.9,91.8278
331,332,96.2,92.93170000000002
332,333,95.7,90.27910000000001
333,334,95.6,91.91529999999999
334,335,94.5,91.4658
335,336,96.3,91.3574
336,337,94.6,92.92739999999999
337,338,95.4,91.5108
338,339,96.7,91.12140000000002
339,340,95.2,91.9673
340,341,96.0,90.8471
341,342,96.0,91.5216
342,343,94.2,88.48929999999999
343,344,97.0,92.2056
344,345,95.5,90.3572
345,346,93.8,90.5853
346,347,96.0,92.4237
347,348,96.3,92.1692
348,349,94.9,90.2951
349,350,96.5,89.632
350,351,96.0,92.10929999999999
351,352,95.5,91.4376
352,353,94.9,90.3099
353,354,95.6,91.81230000000001
354,355,94.5,89.915
355,356,95.7,91.1931
356,357,95.5,91.2957
357,358,95.8,89.854
358,359,96.0,91.46069999999999
359,360,96.1,91.6192
360,361,95.5,88.4755
361,362,95.7,90.8147
362,363,95.9,90.3636
363,364,96.1,93.2204
364,365,94.2,90.1305
365,366,96.1,91.3693
366,367,95.5,92.44000000000001
367,368,96.3,91.7298
368,369,92.6,86.6423
369,370,96.4,90.88520000000001
370,371,96.1,91.17639999999999
371,372,95.2,88.5257
372,373,95.5,91.4417
373,374,96.4,92.5509
374,375,96.2,90.4359
375,376,96.7,90.4928
376,377,96.6,90.8693
377,378,95.6,93.28120000000001
378,379,96.4,90.413
379,380,95.8,91.18480000000001
380,381,95.0,90.83310000000002
381,382,95.1,91.6274
382,383,95.4,91.55489999999999
383,384,96.6,91.44890000000001
384,385,96.1,93.034
385,386,94.8,90.3126
386,387,96.4,91.0932
387,388,92.3,88.11280000000001
388,389,95.6,89.455
389,390,97.1,90.9117
390,391,96.3,91.4733
391,392,94.4,90.9197
392,393,96.5,92.1436
393,394,96.0,91.9132
394,395,96.4,91.9717
395,396,92.2,89.85119999999999
396,397,95.4,90.9365
397,398,95.3,89.8645
398,399,94.2,89.99270000000001
399,400,93.3,88.4467
400,401,95.8,90.1097
401,402,95.7,90.9595
402,403,96.6,92.14450000000001
403,404,96.3,90.88969999999999
404,405,95.0,90.7003
405,406,95.2,91.95570000000001
406,407,95.6,91.46630000000002
407,408,94.8,91.31250000000001
408,409,96.9,91.67190000000001
409,410,96.2,90.4704
410,411,96.1,91.52960000000002
411,412,94.5,89.4582
412,413,96.3,92.8044
413,414,95.6,91.0161
414,415,95.1,90.9932
415,416,96.1,90.2572
416,417,95.6,92.08659999999999
417,418,95.2,89.88390000000001
418,419,93.7,90.95689999999999
419,420,95.7,90.814
420,421,96.3,92.21000000000001
421,422,95.8,91.1847
422,423,95.2,91.86340000000001
423,424,96.1,92.00739999999999
424,425,95.7,91.43299999999999
425,426,95.6,92.13969999999999
426,427,94.2,91.09280000000001
427,428,96.2,90.723
428,429,95.6,92.3312
429,430,95.5,90.8667
430,431,95.5,90.819
431,432,94.2,89.6136
432,433,96.1,91.87690000000002
433,434,95.9,90.86860000000001
434,435,96.1,90.7723
435,436,94.4,90.3469
436,437,95.0,91.5754
437,438,93.8,90.2897
438,439,95.1,92.70590000000001
439,440,95.3,89.6294
440,441,95.6,91.5758
441,442,94.1,90.3192
442,443,95.4,89.5714
443,444,95.0,89.57849999999999
444,445,96.3,90.0281
445,446,95.2,91.34620000000001
446,447,95.8,91.68310000000001
447,448,95.9,92.12199999999999
448,449,93.2,88.22320000000002
449,450,95.9,89.9041
450,451,95.4,89.4778
451,452,95.4,91.8346
452,453,95.5,89.48970000000001
453,454,95.3,90.8306
454,455,95.1,92.08109999999999
455,456,95.7,91.42300000000002
456,457,96.4,91.30040000000001
457,458,93.0,88.87089999999999
458,459,92.9,88.7714
459,460,95.2,90.69640000000001
460,461,96.2,92.88450000000002
461,462,96.1,91.15610000000001
462,463,95.4,91.9217
463,464,96.4,91.1845
464,465,95.4,88.91290000000001
465,466,96.5,92.47420000000001
466,467,96.1,92.708
467,468,95.2,90.83630000000001
468,469,95.6,90.42169999999999
469,470,95.5,91.6065
470,471,96.1,91.6934
471,472,96.2,90.42609999999999
472,473,94.6,85.4495
473,474,95.9,90.2648
474,475,95.9,92.046
475,476,93.9,89.99860000000001
476,477,96.5,91.8215
477,478,95.6,91.0731
478,479,95.5,91.4053
479,480,95.6,91.3199
480,481,95.7,91.2541
481,482,95.0,90.5879
482,483,96.0,92.0815
483,484,95.7,90.563
484,485,94.8,92.3798
485,486,95.0,91.6854
486,487,96.3,91.5207
487,488,95.3,91.5743
488,489,96.7,91.3005
489,490,95.3,91.17510000000001
490,491,93.1,88.2898
491,492,95.6,91.4307
492,493,95.7,90.94620000000002
493,494,95.5,91.7372
494,495,95.4,92.2612
495,496,95.8,91.44260000000001
496,497,93.4,89.48800000000001
497,498,94.4,91.10879999999999
498,499,95.2,91.63520000000001
499,500,96.1,91.9773
500,501,95.0,90.54970000000002
501,502,94.3,90.67600000000002
502,503,96.3,92.20710000000001
503,504,95.7,91.91460000000001
504,505,96.2,92.772
505,506,95.6,90.789
506,507,96.0,91.60030000000002
507,508,95.6,91.51700000000001
508,509,94.8,89.6223
509,510,95.5,93.0343
510,511,94.5,91.06510000000002
511,512,95.5,91.9801
512,513,95.0,89.8882
513,514,95.3,91.3987
514,515,96.0,88.941
515,516,95.9,92.60470000000001
516,517,95.6,91.91279999999999
517,518,95.6,91.5931
518,519,95.2,90.06110000000001
519,520,96.2,92.0692
520,521,95.4,91.12959999999998
521,522,95.9,91.0125
522,523,95.8,90.0694
523,524,96.1,91.74009999999998
524,525,95.3,91.4031
525,526,95.1,89.2985
526,527,95.3,90.2846
527,528,96.9,90.58080000000001
528,529,96.1,91.9576
529,530,95.5,92.6709
530,531,95.2,91.3822
531,532,96.3,91.965
532,533,94.9,89.98509999999999
533,534,95.7,90.3377
534,535,96.4,90.0801
535,536,95.8,91.0009
536,537,95.3,92.4105
537,538,96.4,92.6608
538,539,95.1,91.52329999999999
539,540,94.3,91.77470000000001
540,541,94.3,90.16129999999998
541,542,95.7,90.42459999999998
542,543,95.7,92.1791
543,544,95.4,90.46750000000002
544,545,95.4,91.21860000000001
545,546,93.7,88.603
546,547,95.8,91.3403
547,548,96.0,90.15199999999999
548,549,95.9,91.4945
549,550,96.6,92.04480000000001
550,551,95.7,91.3686
551,552,95.0,90.1442
552,553,95.6,90.2972
553,554,96.0,90.7328
554,555,95.7,91.04210000000002
555,556,94.5,91.4401
556,557,92.8,88.9657
557,558,95.8,92.39460000000001
558,559,95.4,92.15990000000001
559,560,95.5,92.38089999999998
560,561,95.1,91.54960000000001
561,562,96.4,90.7332
562,563,94.8,90.4524
563,564,96.8,91.6059
564,565,95.9,92.26679999999999
565,566,95.9,92.17060000000001
566,567,94.6,90.2945
567,568,95.5,90.977
568,569,95.2,90.0309
569,570,96.6,91.40079999999999
570,571,95.8,91.83600000000001
571,572,95.9,91.95800000000001
572,573,95.6,92.6275
573,574,95.7,91.49199999999999
574,575,96.0,92.3082
575,576,96.2,92.047
576,577,95.9,91.5824
577,578,95.9,90.0888
578,579,95.1,90.3142
579,580,96.1,91.7439
580,581,94.4,91.9919
581,582,93.8,90.4077
582,583,96.2,90.67030000000001
583,584,95.7,91.9505
584,585,96.1,90.4393
585,586,96.5,89.7256
586,587,95.4,91.2707
587,588,96.4,91.75519999999999
588,589,95.5,91.39700000000002
589,590,94.5,89.17009999999999
590,591,95.3,90.1786
591,592,96.6,91.1655
592,593,94.5,92.0955
593,594,94.9,91.559
594,595,95.4,91.1225
595,596,96.3,91.75580000000001
596,597,95.6,92.03280000000001
597,598,96.1,90.0287
598,599,95.8,92.64620000000001
599,600,96.1,91.99029999999999
