,epoch,acuracy,auroc
187,188,94.6,88.8523
188,189,95.9,89.63180000000001
189,190,94.8,89.9298
190,191,96.1,90.6792
191,192,94.8,90.646
192,193,95.4,90.6732
193,194,94.9,91.0725
194,195,96.1,90.955
195,196,95.8,91.2644
196,197,95.5,91.4732
197,198,94.1,90.8541
198,199,95.0,89.879
199,200,95.6,91.2346
200,201,95.7,91.0757
201,202,95.9,91.0684
202,203,95.6,92.4765
203,204,95.3,90.9806
204,205,94.7,91.67889999999998
205,206,95.3,89.3807
206,207,94.9,91.09640000000002
207,208,95.8,90.3442
208,209,94.6,89.1904
209,210,96.5,90.1563
210,211,95.7,89.3404
211,212,95.2,90.8278
212,213,94.3,89.0372
213,214,95.8,90.6496
214,215,94.3,89.51930000000002
215,216,95.3,90.293
216,217,95.8,90.5254
217,218,95.0,91.2413
218,219,95.0,88.7174
219,220,95.0,88.3918
220,221,96.1,91.2732
221,222,95.6,90.507
222,223,94.1,89.7894
223,224,96.0,90.5713
224,225,95.1,90.3074
225,226,94.9,90.7682
226,227,92.7,89.6086
227,228,95.7,90.4211
228,229,95.0,89.63929999999999
229,230,96.0,90.1862
230,231,94.9,89.5973
231,232,96.4,91.5263
232,233,96.0,91.8729
233,234,93.9,88.6537
234,235,93.6,88.37559999999999
235,236,96.2,91.9084
236,237,94.6,90.2739
237,238,94.5,90.1548
238,239,96.0,90.547
239,240,95.9,91.9036
240,241,94.7,89.70870000000001
241,242,95.7,89.9138
242,243,94.4,88.6985
243,244,94.7,91.5131
244,245,96.2,90.8664
245,246,94.2,90.1052
246,247,96.0,89.3677
247,248,96.7,90.9606
248,249,96.5,91.8056
249,250,94.2,90.0814
250,251,95.7,90.8154
251,252,95.7,91.2548
252,253,95.8,90.8567
253,254,95.7,91.0337
254,255,96.0,91.875
255,256,92.9,89.49149999999999
256,257,94.2,88.049
257,258,96.7,91.8452
258,259,96.0,90.2415
259,260,94.2,91.1799
260,261,95.5,90.3893
261,262,96.1,92.0461
262,263,95.5,91.2569
263,264,95.8,91.7583
264,265,96.1,90.4493
265,266,94.8,90.0237
266,267,94.7,88.6457
267,268,96.4,91.2426
268,269,96.0,91.7802
269,270,95.3,91.2596
270,271,96.3,90.513
271,272,95.2,91.08729999999998
272,273,96.2,90.495
273,274,95.7,91.3498
274,275,95.3,90.1521
275,276,96.0,90.2844
276,277,95.3,89.90200000000002
277,278,95.8,90.608
278,279,96.5,90.19140000000002
279,280,95.9,90.3547
280,281,96.1,92.17270000000002
281,282,95.4,89.3086
282,283,95.7,89.3682
283,284,95.1,89.7843
284,285,94.3,89.3547
285,286,96.5,89.25830000000002
286,287,95.9,90.2848
287,288,95.1,90.1109
288,289,94.5,89.9896
289,290,95.3,90.6799
290,291,96.7,89.7079
291,292,97.0,91.9148
292,293,94.7,91.2924
293,294,96.0,91.8977
294,295,95.5,90.2295
295,296,95.8,90.2627
296,297,95.0,92.1164
297,298,95.9,90.0482
298,299,96.4,89.7821
299,300,95.4,89.8475
300,301,96.0,90.98260000000002
301,302,96.2,90.2405
302,303,96.3,91.5259
303,304,96.1,91.2119
304,305,96.0,91.7746
305,306,94.7,90.3264
306,307,96.4,91.8802
307,308,95.8,91.0573
308,309,95.3,90.8922
309,310,96.9,92.2998
310,311,95.3,91.4569
311,312,96.0,90.6594
312,313,95.4,90.0946
313,314,95.6,91.3729
314,315,95.2,91.0546
315,316,96.6,90.7622
316,317,95.6,90.4029
317,318,96.4,91.5249
318,319,97.4,90.7129
319,320,96.6,89.99770000000001
320,321,97.0,91.7081
321,322,95.7,91.051
322,323,92.5,87.80539999999999
323,324,96.1,90.96
324,325,96.5,91.1995
325,326,96.7,90.3974
326,327,95.5,89.73870000000001
327,328,95.3,91.1059
328,329,96.0,91.7705
329,330,96.4,90.3656
330,331,93.6,89.485
331,332,95.2,90.8224
332,333,94.2,89.0978
333,334,96.1,90.6465
334,335,96.3,91.4189
335,336,95.3,90.59770000000002
336,337,95.5,89.602
337,338,96.3,89.435
338,339,95.7,90.1522
339,340,95.3,91.4938
340,341,96.0,91.3446
341,342,95.6,91.8187
342,343,95.4,90.2216
343,344,96.8,90.54560000000002
344,345,96.5,90.80140000000002
345,346,94.3,90.4565
346,347,94.8,91.74580000000002
347,348,96.2,92.4863
348,349,95.6,91.8999
349,350,96.3,91.0106
350,351,96.2,92.2102
351,352,95.9,92.3822
352,353,96.6,89.5406
353,354,94.9,90.9473
354,355,94.4,91.3501
355,356,97.0,92.8941
356,357,96.8,91.3971
357,358,95.3,90.6382
358,359,96.0,91.1987
359,360,95.4,91.9543
360,361,95.3,90.5262
361,362,94.5,91.3261
362,363,95.9,91.1887
363,364,94.9,90.9806
364,365,95.9,90.9322
365,366,95.7,92.0806
366,367,95.2,92.5374
367,368,95.3,89.1585
368,369,95.3,89.4285
369,370,96.4,91.6796
370,371,96.5,91.7157
371,372,95.9,90.7491
372,373,93.7,88.3776
373,374,96.7,91.8847
374,375,94.9,90.1138
375,376,96.0,91.8564
376,377,95.4,91.8929
377,378,97.0,92.4779
378,379,95.5,91.4381
379,380,95.5,91.5744
380,381,95.4,90.2738
381,382,96.3,89.9451
382,383,95.8,89.1775
383,384,96.6,92.6215
384,385,95.6,90.9143
385,386,95.7,91.324
386,387,96.0,91.5725
387,388,95.0,88.15050000000002
388,389,96.2,91.5547
389,390,96.0,92.015
390,391,96.9,92.066
391,392,95.5,91.2877
392,393,94.2,90.8262
393,394,96.6,91.0231
394,395,95.6,89.3511
395,396,93.2,89.0832
396,397,95.0,91.0896
397,398,95.3,90.19620000000002
398,399,94.9,91.6825
399,400,95.8,91.4666
400,401,93.1,86.91640000000001
401,402,96.2,90.733
402,403,96.7,91.6795
403,404,96.7,91.0235
404,405,96.0,91.4992
405,406,95.8,90.3454
406,407,95.6,91.1381
407,408,96.3,89.8783
408,409,92.9,86.8645
409,410,96.0,91.0331
410,411,96.0,89.24
411,412,95.4,90.8019
412,413,95.0,87.9442
413,414,96.2,90.7553
414,415,95.9,91.04319999999998
415,416,95.9,91.4242
416,417,95.9,90.8168
417,418,94.4,89.8826
418,419,95.1,91.2035
419,420,95.3,91.2934
420,421,96.5,92.6173
421,422,96.1,91.0213
422,423,95.2,92.2295
423,424,95.5,92.3231
424,425,96.5,92.2082
425,426,95.9,91.9275
426,427,94.9,89.82200000000002
427,428,96.6,91.6878
428,429,95.5,90.9103
429,430,94.4,90.5111
430,431,95.4,92.1323
431,432,95.1,91.9066
432,433,96.2,91.9359
433,434,95.7,91.7334
434,435,96.5,91.2375
435,436,96.0,91.5599
436,437,95.8,91.2347
437,438,95.6,90.8125
438,439,95.4,91.7089
439,440,96.6,90.75589999999998
440,441,95.9,91.4402
441,442,95.2,90.7985
442,443,95.5,91.4963
443,444,96.2,91.80920000000002
444,445,96.2,91.84080000000002
445,446,96.2,92.4258
446,447,95.1,91.3809
447,448,95.0,90.302
448,449,97.3,91.6518
449,450,96.3,90.6449
450,451,95.5,90.8382
451,452,95.4,90.5637
452,453,95.6,91.8764
453,454,96.2,90.66200000000002
454,455,95.4,90.7376
455,456,96.1,90.6502
456,457,95.6,89.8572
457,458,95.1,92.3346
458,459,96.5,91.0213
459,460,96.6,92.1943
460,461,95.7,91.1616
461,462,95.8,92.3177
462,463,95.4,89.84809999999999
463,464,96.2,91.7299
464,465,94.6,89.075
465,466,95.0,92.146
466,467,94.8,91.0041
467,468,95.6,92.0491
468,469,95.6,91.1054
469,470,95.7,90.5873
470,471,95.8,88.8403
471,472,95.9,90.1755
472,473,95.8,91.4318
473,474,96.7,91.2138
474,475,94.9,91.6122
475,476,96.4,91.1788
476,477,97.2,92.4951
477,478,96.7,92.54070000000002
478,479,96.8,90.2314
479,480,96.2,92.8853
480,481,96.7,91.6196
481,482,96.8,92.0569
482,483,96.3,91.5416
483,484,95.9,89.83840000000001
484,485,96.3,91.3449
485,486,96.1,91.7812
486,487,94.9,89.18169999999999
487,488,95.5,90.6
488,489,96.4,89.2379
489,490,96.0,92.3623
490,491,95.6,91.0598
491,492,95.5,90.9932
492,493,95.8,93.1063
493,494,95.2,91.0312
494,495,96.1,90.8047
495,496,96.4,92.6591
496,497,96.7,90.4125
497,498,96.1,92.1237
498,499,94.0,87.6816
499,500,95.7,90.4851
500,501,94.4,89.321
501,502,95.2,90.73810000000002
502,503,93.6,90.3823
503,504,95.8,92.2471
504,505,96.1,91.1266
505,506,94.3,88.61670000000001
506,507,96.1,91.13960000000002
507,508,95.6,90.5782
508,509,95.6,89.9638
509,510,95.5,90.7325
510,511,95.7,90.6073
511,512,95.4,90.1705
512,513,95.8,90.8231
513,514,96.3,92.4206
514,515,93.0,86.0009
515,516,96.1,90.8543
516,517,95.9,91.2042
517,518,95.3,89.0436
518,519,95.8,89.88919999999999
519,520,96.1,91.0385
520,521,95.4,91.4489
521,522,96.7,92.3754
522,523,94.7,90.63320000000002
523,524,95.9,91.257
524,525,94.4,88.45150000000001
525,526,95.5,91.60470000000002
526,527,94.7,90.0731
527,528,95.4,92.2094
528,529,96.1,91.8031
529,530,97.1,90.5202
530,531,95.8,91.1159
531,532,96.0,90.9042
532,533,96.7,90.4293
533,534,93.9,90.1584
534,535,95.5,91.0712
535,536,95.8,91.4634
536,537,96.7,91.0704
537,538,96.2,91.0568
538,539,96.3,90.0934
539,540,97.0,91.3478
540,541,95.1,91.1869
541,542,95.4,90.6157
542,543,97.0,91.31640000000002
543,544,93.3,90.1402
544,545,95.4,92.1272
545,546,96.0,90.6762
546,547,96.5,90.4718
547,548,97.2,92.6888
548,549,96.3,92.7213
549,550,94.7,88.6987
550,551,96.0,91.2717
551,552,96.8,91.6263
552,553,95.9,90.8966
553,554,96.1,91.7226
554,555,96.2,91.13
555,556,94.0,87.9354
556,557,96.3,91.3106
557,558,94.4,91.07850000000002
558,559,96.2,89.3443
559,560,95.2,91.1307
560,561,95.9,90.4637
561,562,96.4,90.7116
562,563,95.2,90.8452
563,564,96.4,90.4351
564,565,95.0,90.7213
565,566,96.0,91.78470000000002
566,567,96.6,90.781
567,568,96.8,92.0105
568,569,96.3,91.4793
569,570,95.2,91.9142
570,571,94.6,92.187
571,572,95.4,89.9605
572,573,96.0,91.5147
573,574,96.4,90.4008
574,575,95.2,91.1253
575,576,95.6,91.6484
576,577,95.4,91.5769
577,578,94.8,91.7054
578,579,94.9,91.2022
579,580,94.0,90.7615
580,581,95.5,92.3772
581,582,96.6,90.1571
582,583,95.5,90.7168
583,584,96.4,91.4411
584,585,96.6,91.3296
585,586,95.7,88.83879999999999
586,587,96.6,92.5548
587,588,96.2,90.7716
588,589,96.7,92.5339
589,590,95.0,92.0806
590,591,96.2,91.1692
591,592,97.3,91.5281
592,593,94.9,91.1055
593,594,96.8,91.3946
594,595,96.8,90.7952
595,596,96.8,91.5483
596,597,96.5,92.4452
597,598,96.5,92.125
598,599,96.9,90.05900000000001
599,600,96.8,93.1097
