,epoch,acuracy,auroc
313,314,94.3,90.71600000000002
314,315,95.8,91.027
315,316,94.7,89.3935
316,317,96.0,91.37
317,318,96.4,90.8874
318,319,96.2,90.1293
319,320,96.4,90.6482
320,321,96.0,91.2557
321,322,95.4,89.35680000000002
322,323,94.2,87.84349999999999
323,324,94.7,89.8199
324,325,95.4,91.3801
325,326,96.8,91.5354
326,327,96.2,90.2618
327,328,95.1,91.0438
328,329,95.2,91.2433
329,330,95.8,91.8345
330,331,95.6,91.6196
331,332,93.9,91.2959
332,333,94.9,90.4171
333,334,95.1,90.0852
334,335,94.8,88.43889999999999
335,336,92.6,86.5988
336,337,94.8,91.5719
337,338,95.7,89.6238
338,339,96.4,90.1963
339,340,95.3,91.2729
340,341,96.4,92.1078
341,342,96.2,91.5218
342,343,95.6,90.7643
343,344,93.9,90.957
344,345,94.7,88.87509999999999
345,346,95.9,90.2826
346,347,95.8,91.2444
347,348,94.9,90.7072
348,349,96.0,92.33450000000002
349,350,94.5,88.4033
350,351,95.6,89.54230000000001
351,352,96.1,89.6517
352,353,95.5,92.3828
353,354,94.9,90.57280000000002
354,355,93.8,90.1188
355,356,95.0,90.71640000000002
356,357,95.0,89.68969999999999
357,358,96.0,90.80160000000002
358,359,94.8,90.7841
359,360,95.5,85.86189999999999
360,361,95.8,90.1528
361,362,96.0,91.1507
362,363,95.1,89.65029999999999
363,364,95.9,91.8072
364,365,95.8,90.8658
365,366,96.4,91.5376
366,367,95.1,92.6945
367,368,95.1,90.3356
368,369,95.0,90.27550000000002
369,370,95.7,90.2519
370,371,96.2,87.70100000000001
371,372,94.8,89.5937
372,373,94.0,90.1728
373,374,95.5,92.0868
374,375,93.4,88.73679999999999
375,376,94.8,90.9593
376,377,94.2,87.18790000000001
377,378,95.2,90.6944
378,379,95.8,90.8176
379,380,95.1,89.6259
380,381,95.0,89.91359999999999
381,382,95.2,91.3206
382,383,95.0,91.4631
383,384,95.8,90.4481
384,385,94.7,90.84969999999998
385,386,95.5,89.60289999999999
386,387,95.8,91.08910000000002
387,388,95.7,91.3216
388,389,95.4,91.8343
389,390,94.7,91.3667
390,391,94.2,90.3228
391,392,96.2,91.833
392,393,96.1,92.4266
393,394,94.6,89.34609999999999
394,395,94.9,90.5876
395,396,96.1,90.509
396,397,96.0,91.20340000000002
397,398,95.3,89.5155
398,399,95.6,91.384
399,400,95.5,90.09980000000002
400,401,94.9,89.7574
401,402,95.0,91.68299999999998
402,403,96.8,91.4094
403,404,95.4,90.6761
404,405,94.8,88.9899
405,406,95.6,90.7257
406,407,95.8,90.7118
407,408,96.5,89.59049999999999
408,409,96.1,89.65980000000002
409,410,95.1,91.2375
410,411,94.9,91.12090000000002
411,412,95.5,91.4436
412,413,95.1,91.7557
413,414,96.2,90.4284
414,415,95.2,89.7741
415,416,96.0,90.7042
416,417,96.4,89.596
417,418,95.9,90.7318
418,419,96.4,91.914
419,420,96.7,90.5062
420,421,96.1,91.66830000000002
421,422,96.2,90.8958
422,423,95.3,89.8215
423,424,96.0,89.673
424,425,96.2,91.80679999999998
425,426,95.0,90.1506
426,427,95.1,92.2883
427,428,96.2,91.2019
428,429,95.1,91.5685
429,430,96.1,90.8986
430,431,96.1,91.5608
431,432,94.6,90.8167
432,433,95.1,91.1422
433,434,95.9,90.9844
434,435,94.5,90.2222
435,436,96.1,93.7474
436,437,94.6,90.3967
437,438,95.6,88.8007
438,439,95.9,92.2175
439,440,96.7,89.72420000000001
440,441,95.5,90.6562
441,442,94.8,90.8592
442,443,95.7,91.7615
443,444,95.2,91.9766
444,445,95.8,91.93540000000002
445,446,96.3,91.9204
446,447,95.6,91.3225
447,448,94.0,90.039
448,449,96.2,91.7861
449,450,95.5,91.4891
450,451,96.2,90.8702
451,452,95.5,91.563
452,453,94.3,91.6989
453,454,95.4,91.7508
454,455,94.4,87.38839999999999
455,456,96.3,91.6363
456,457,95.6,92.9526
457,458,96.4,90.4667
458,459,95.6,92.1845
459,460,95.8,91.1941
460,461,95.3,91.1565
461,462,94.9,87.7603
462,463,95.6,91.6157
463,464,96.0,91.6819
464,465,95.2,90.1217
465,466,94.8,90.3294
466,467,95.7,91.3261
467,468,94.9,90.10550000000002
468,469,94.8,91.6223
469,470,95.8,92.0948
470,471,96.1,89.7402
471,472,95.3,91.0001
472,473,95.9,91.6599
473,474,95.9,91.7057
474,475,95.9,91.69
475,476,95.9,92.26160000000002
476,477,95.2,91.0161
477,478,95.9,90.5289
478,479,95.0,91.4699
479,480,95.6,89.7877
480,481,96.0,92.3344
481,482,95.6,91.5291
482,483,96.2,91.7176
483,484,95.2,91.2969
484,485,95.5,90.1762
485,486,96.2,92.0579
486,487,96.9,91.1027
487,488,96.0,91.261
488,489,96.1,92.06860000000002
489,490,95.7,92.0839
490,491,94.6,90.6735
491,492,95.6,90.7666
492,493,95.4,91.4772
493,494,96.2,91.3517
494,495,94.9,90.8023
495,496,95.0,91.8109
496,497,95.5,90.7334
497,498,95.9,90.3605
498,499,95.9,92.762
499,500,96.5,90.4492
500,501,97.0,92.4454
501,502,96.7,92.167
502,503,95.4,90.2468
503,504,96.0,91.1531
504,505,96.0,91.5743
505,506,96.4,91.1807
506,507,95.6,90.922
507,508,94.8,90.3749
508,509,95.7,91.5312
509,510,95.7,91.6714
510,511,96.0,91.9547
511,512,95.9,90.9398
512,513,95.1,91.0703
513,514,96.1,92.3704
514,515,96.5,91.9586
515,516,95.6,91.1278
516,517,95.0,91.42310000000002
517,518,94.9,92.7072
518,519,96.3,92.9042
519,520,94.9,90.64430000000002
520,521,95.4,89.93390000000001
521,522,96.0,92.0433
522,523,95.0,89.7822
523,524,95.6,91.45850000000002
524,525,96.6,91.6749
525,526,95.0,91.5296
526,527,95.4,90.8365
527,528,95.4,90.498
528,529,95.7,92.9295
529,530,95.8,93.0818
530,531,95.4,91.2719
531,532,96.1,89.56880000000001
532,533,95.9,91.4685
533,534,95.9,92.5242
534,535,95.6,90.9199
535,536,96.1,90.6403
536,537,94.9,91.245
537,538,96.0,90.9977
538,539,95.1,92.0215
539,540,95.3,90.4044
540,541,96.8,92.3731
541,542,96.3,91.78130000000002
542,543,93.1,89.59119999999999
543,544,94.0,88.7484
544,545,95.7,91.0924
545,546,95.3,91.9238
546,547,94.6,89.2782
547,548,95.5,90.2661
548,549,95.4,92.6952
549,550,96.0,90.6961
550,551,95.8,92.0734
551,552,95.6,91.8243
552,553,96.1,92.0389
553,554,96.4,91.9181
554,555,95.5,90.88089999999998
555,556,95.0,89.61200000000001
556,557,96.5,91.63
557,558,95.5,91.0372
558,559,94.7,91.4089
559,560,95.0,91.6668
560,561,95.7,90.65590000000002
561,562,95.3,90.9813
562,563,95.6,91.7766
563,564,95.5,91.7749
564,565,96.1,91.8371
565,566,96.2,92.5062
566,567,94.9,90.7295
567,568,95.6,91.1488
568,569,95.3,90.2487
569,570,96.3,92.3229
570,571,96.2,91.2227
571,572,94.9,89.84719999999999
572,573,95.9,93.4121
573,574,95.2,90.3496
574,575,97.4,93.1651
575,576,95.7,90.634
576,577,95.5,89.8559
577,578,97.1,91.8512
578,579,96.0,91.9101
579,580,95.8,91.356
580,581,96.4,91.3911
581,582,95.9,92.1589
582,583,94.6,89.80180000000001
583,584,96.2,92.3622
584,585,96.3,91.5489
585,586,95.6,91.7634
586,587,95.3,91.4627
587,588,96.5,92.4788
588,589,97.4,91.7905
589,590,94.8,91.9487
590,591,95.2,90.537
591,592,95.8,90.8298
592,593,96.6,91.9397
593,594,95.3,91.0627
594,595,96.3,92.82059999999998
595,596,96.0,92.0801
596,597,95.1,89.29410000000001
597,598,94.3,90.957
598,599,94.7,89.7406
599,600,96.4,92.8527
